name,year,ipo_id,slug,url,listing_gain_pct,issue_price,listing_price,listing_date,listing_date_raw,face_value,price_band_low,price_band_high,offer_price,lot_size,sale_type,exchange,issue_size_cr,fresh_issue_cr,nse_symbol,bse_code,isin,ronw,promoter_holding_pre,market_cap_cr,fresh_issue_pct,promoter_holding_post,qib_sub,hni_sub,rii_sub,total_sub,anchor_data_available,has_top_anchor,qib_retail_ratio,sub_intensity_score,gmp_data_available,nse_ticker,listing_price_actual,return_1M,return_3M,return_6M,return_1Y,alpha_1M,alpha_3M,alpha_6M,alpha_1Y,nifty_at_listing,nifty_30d_return_pct,nifty_7d_return_pct,vix_at_listing,target_listing_positive,target_listing_gt10,target_listing_gt20,target_1y_positive,target_1y_gt25,target_beat_nifty,ofs_cr,ofs_pct,employee_sub,roe,roce,anchor_price,anchor_pct_of_qib,anchor_investors_count,anchor_names_sample,anchor_amount_cr,total_assets_cr,revenue_cr,pat_cr,net_worth_cr,reserves_cr,total_debt_cr,debt_equity,pat_margin_pct,eps,pe_ratio,revenue_per_share,price_to_book,sector,book_value,face_value_screener,ebitda_cr,ebitda_margin_pct,pb_ratio_screener
UFO Moviez India Ltd.,2015,2015_468,ufo_moviez_ipo,https://www.chittorgarh.com/ipo/ufo_moviez_ipo/468/,-4.43,625.0,597.3,"Thu, May 14, 2015","Thu, May 14, 2015",10.0,615.0,625.0,625.0,24.0,Bookbuilding IPO,"BSE, NSE",600.0,,UFO,539141.0,INE527H01019,10.94,37.77,1618.6,,37.77,4.563,1.189,1.0366,1.4538,1.0,1.0,4.402,2.85,0,,,,,,,,,,,,,,,0,0,0,,,,600.0,100.0,,300.0,739.0,625.0,60.0,16.0,NIPPON INDIA VALUE FUND | NIPPON INDIA MUTUAL FUND | NIPPON INDIA AGGRESSIVE HYBRID FUND | NIPPON INDIA RETIREMENT FUND-WEALTH CREATION SCHEME | NIPPON INDIA RETIREMENT FUND-INCOME GENERATION SCHEME,,,424.0,52.0,26.0,,171.0,6.58,12.26,20.08,139.0,,,,808.0,100.0,134.0,31.6,139.0
VRL Logistics Ltd.,2015,2015_466,vrl_logistics_ipo,https://www.chittorgarh.com/ipo/vrl_logistics_ipo/466/,43.46,205.0,294.1,"Thu, Apr 30, 2015","Thu, Apr 30, 2015",10.0,195.0,205.0,205.0,65.0,Bookbuilding IPO,"BSE, NSE",468.0,117.0,VRLLOG,539118.0,INE366I01010,18.65,77.21,1870.49,25.0,70.95,60.0865,254.0768,8.0216,52.9364,1.0,1.0,7.491,107.87,0,,,,,,,,,,,,,,,1,1,1,,,,351.0,75.0,,174.0,157.0,205.0,60.0,24.0,FRANKLIN INDIA SMALLER COMPANIES FUND | FRANKLIN TEMPLETON MUTUAL FUND | ICICI PRUDENTIAL DIVIDEND YIELD EQUITY FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL VALUE FUND-SERIES 6,,,1494.0,57.0,86.0,,505.0,5.87,3.82,6.25,195.0,,,Logistics,626.0,100.0,209.0,13.99,195.0
Advanced Enzyme Technologies Ltd.,2016,2016_560,advanced_enzyme_ipo,https://www.chittorgarh.com/ipo/advanced_enzyme_ipo/560/,31.48,896.0,1178.1,"Mon, Aug 1, 2016","Mon, Aug 1, 2016",10.0,880.0,896.0,896.0,16.0,Bookbuilding IPO,"BSE, NSE",411.0,50.0,ADVENZYMES,540025.0,INE837H01012,28.14,63.11,2000.41,12.17,60.61,94.531,393.9378,11.6949,81.6585,1.0,1.0,8.083,167.79,0,,,,,,,,,,,,,,,1,1,1,,,,361.0,87.83,1.7652,954.0,131.0,896.0,60.0,23.0,DB INTERNATIONAL (ASIA) LTD. | KUWAIT INVESTMENT AUTHORITY FUND 225 | KUWAIT INVESTMENT AUTHORITY | DSP AGGRESSIVE HYBRID FUND | DSP MUTUAL FUND,,,239.0,21.0,22.0,,167.0,7.59,8.79,9.41,232.0,,,Technology,133.0,200.0,50.0,20.92,232.0
Bharat Wire Ropes Ltd.,2016,2016_530,bharat_wire_ropes_ipo,https://www.chittorgarh.com/ipo/bharat_wire_ropes_ipo/530/,1.22,45.0,45.55,"Fri, Apr 1, 2016","Fri, Apr 1, 2016",10.0,40.0,45.0,45.0,300.0,Bookbuilding IPO,"BSE, NSE",70.0,70.0,BHARATWIRE,539799.0,INE316L01019,,,1156.0,100.0,,1.1363,2.2726,2.3401,1.3614,0.0,0.0,0.486,1.72,0,BHARATWIRE,45.55,-10.87,-3.07,-9.99,111.31,-11.16,-11.6,-22.91,91.99,7713.05,10.39,-0.04,17.28,1,0,0,1.0,1.0,1.0,,,0.1126,229.0,134.0,,,,,,,82.0,2.0,29.0,,28.0,0.97,2.44,0.08,151.0,,,,113.0,100.0,9.0,10.98,151.0
Dilip Buildcon Ltd.,2016,2016_562,dilip_buildcon_ipo,https://www.chittorgarh.com/ipo/dilip_buildcon_ipo/562/,14.95,219.0,251.75,"Thu, Aug 11, 2016","Thu, Aug 11, 2016",10.0,214.0,219.0,219.0,65.0,Bookbuilding IPO,"BSE, NSE",654.0,430.0,DBL,540047.0,INE917M01012,,,7119.0,65.75,,10.1348,80.8635,2.3861,14.9916,1.0,1.0,4.247,29.8,0,,,,,,,,,,,,,,,1,1,0,,,,224.0,34.25,,997.0,148.0,219.0,60.0,14.0,"SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | AMERICAN FUNDS INSURANCE SERIES-GLOBAL SMALL CAPITALIZATION FUND | AMERICAN FUNDS INSURANCE SERIES | ABU DHABI INVESTMENT AUTHORITY-BEHAVE",,,2384.0,186.0,35.0,,2068.0,59.09,7.8,5.72,109.0,,,,355.0,100.0,524.0,21.98,109.0
Endurance Technologies Ltd.,2016,2016_593,endurance-technologies-ipo,https://www.chittorgarh.com/ipo/endurance-technologies-ipo/593/,37.06,472.0,646.9,"Wed, Oct 19, 2016","Wed, Oct 19, 2016",10.0,467.0,472.0,472.0,30.0,Bookbuilding IPO,"BSE, NSE",1162.0,,ENDURANCE,540153.0,INE913H01037,,,33628.0,,,53.43,127.07,2.69,30.688,1.0,1.0,19.862,65.37,0,,,,,,,,,,,,,,,1,1,1,,,,1162.0,100.0,,146.0,173.0,472.0,60.0,38.0,"SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | GOVERNMENT OF SINGAPORE | MONETARY AUTHORITY OF SINGAPORE | NOMURA FUNDS IRELAND PLC-NOMURA FUNDS IRELAND-INDIA EQUITY FUND",348.52,,4212.0,205.0,18.0,,700.0,38.89,4.87,2.88,363.0,,,Technology,445.0,100.0,534.0,12.68,363.0
Equitas Holdings Ltd.,2016,2016_536,equitas_holdings_ipo,https://www.chittorgarh.com/ipo/equitas_holdings_ipo/536/,22.91,110.0,135.2,"Thu, Apr 21, 2016","Thu, Apr 21, 2016",10.0,109.0,110.0,110.0,135.0,Bookbuilding IPO,"BSE, NSE",2177.0,720.0,EQUITAS,539844.0,INE988K01017,,,7173.0,33.07,,15.0434,57.4641,1.4043,12.1056,1.0,1.0,10.712,25.04,0,,,,,,,,,,,7899.3,5.15,2.47,16.38,1,1,1,,,,1457.0,66.93,0.8905,243.0,685.0,110.0,60.0,63.0,TEMPLETON INDIA VALUE FUND | FRANKLIN TEMPLETON MUTUAL FUND | FRANKLIN INDIA PRIMA FUND | FRANKLIN INDIA SMALLER COMPANIES FUND | FRANKLIN INDIA FOCUSED EQUITY FUND,,,0.0,-0.0,6.0,,5.0,0.83,,-0.0,,,,,514.0,100.0,,,0
GNA Axles Ltd.,2016,2016_574,gna_axles_ipo,https://www.chittorgarh.com/ipo/gna_axles_ipo/574/,18.38,207.0,245.05,"Mon, Sep 26, 2016","Mon, Sep 26, 2016",10.0,205.0,207.0,207.0,70.0,Bookbuilding IPO,"BSE, NSE",130.0,130.0,GNA,540124.0,INE934S01014,,,1884.0,100.0,,17.18,217.47,11.84,38.9341,1.0,1.0,1.451,76.2,0,,,,,,,,,,,,,,,1,1,0,,,,,,0.3101,125.0,143.0,207.0,60.0,7.0,NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND | UTI AGGRESSIVE HYBRID FUND | UTI MUTUAL FUND | UTI RETIREMENT FUND,37.88,,403.0,13.0,15.0,,134.0,8.93,3.23,1.43,169.0,,,,219.0,100.0,51.0,12.66,169.0
HPL Electric & Power Ltd.,2016,2016_579,hpl_electric_ipo,https://www.chittorgarh.com/ipo/hpl_electric_ipo/579/,-6.29,202.0,189.3,"Tue, Oct 4, 2016","Tue, Oct 4, 2016",10.0,175.0,202.0,202.0,70.0,Bookbuilding IPO,"BSE, NSE",361.0,361.0,HPL,540136.0,INE495S01016,,,,100.0,,6.6602,25.6251,3.8207,6.5131,1.0,1.0,1.743,11.78,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,202.0,60.0,13.0,HDFC BALANCED ADVANTAGE FUND | HDFC MUTUAL FUND | ADITYA BIRLA SUN LIFE EMERGING LEADERS FUND-SERIES 1 | ADITYA BIRLA SUN LIFE MUTUAL FUND | ADITYA BIRLA SUN LIFE EMERGING LEADERS FUND-SERIES 2,108.3,,,,,,,,,,,,,Energy,,,,,
Healthcare Global Enterprises Ltd.,2016,2016_529,healthcare_global_ipo,https://www.chittorgarh.com/ipo/healthcare_global_ipo/529/,-21.56,218.0,171.0,"Wed, Mar 30, 2016","Wed, Mar 30, 2016",10.0,205.0,218.0,218.0,65.0,Bookbuilding IPO,"BSE, NSE",650.0,253.0,HCG,539787.0,INE075I01017,,,8218.0,38.92,,2.36,0.43,0.83,0.8555,1.0,1.0,2.843,1.47,0,HCG,178.55,1.88,2.58,23.35,33.52,1.73,-4.56,9.98,14.82,7738.4,10.08,0.3,16.58,0,0,0,1.0,1.0,1.0,397.0,61.08,,514.0,856.0,218.0,60.0,13.0,INTERNATIONAL FINANCE CORPORATION | SPRING HEALTHCARE INDIA TRUST | SPRING HEALTHCARE | HDFC STANDARD LIFE INSURANCE CO.LTD. | HDFC STANDARD LIFE INSURANCE,,,451.0,-32.0,68.0,,292.0,4.29,-7.1,-0.85,302.0,,,Healthcare,617.0,100.0,38.0,8.43,302.0
ICICI Prudential Life Insurance Co.Ltd.,2016,2016_571,icici_prudential_life_ipo,https://www.chittorgarh.com/ipo/icici_prudential_life_ipo/571/,-10.91,334.0,297.55,"Thu, Sep 29, 2016","Thu, Sep 29, 2016",10.0,300.0,334.0,334.0,44.0,Bookbuilding IPO,"BSE, NSE",6057.0,,ICICIPRULI,540133.0,INE726G01019,,,79063.0,,,11.833,28.5536,1.42,7.6524,1.0,1.0,8.333,14.77,0,,,,,,,,,,,,,,,0,0,0,,,,6057.0,100.0,,104.0,119.0,334.0,60.0,68.0,"GOVERNMENT OF SINGAPORE | NOMURA INDIA INVESTMENT FUND MOTHER FUND | NOMURA | MONETARY AUTHORITY OF SINGAPORE | NATIONAL PENSION SERVICE MANAGED BY OAKTREE CAPITAL MANAGEMENT,LP",1635.33,,21888.0,1561.0,1429.0,,81474.0,57.01,7.13,6.59,577.0,,,Insurance,929.0,100.0,1504.0,6.87,577.0
Infibeam Incorporation Ltd.,2016,2016_532,infibeam_ipo,https://www.chittorgarh.com/ipo/infibeam_ipo/532/,3.18,432.0,445.75,"Mon, Apr 4, 2016","Mon, Apr 4, 2016",10.0,360.0,432.0,432.0,34.0,Bookbuilding IPO,"BSE, NSE",450.0,450.0,INFIBEAM,539807.0,INE483S01012,,,,100.0,,1.032,2.676,1.572,1.3326,0.0,0.0,0.656,1.63,0,,,,,,,,,,,7603.2,3.18,0.08,17.83,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L&T Technology Services Ltd.,2016,2016_573,l_t_technology_ipo,https://www.chittorgarh.com/ipo/l_t_technology_ipo/573/,1.05,860.0,869.0,"Fri, Sep 23, 2016","Fri, Sep 23, 2016",2.0,850.0,860.0,860.0,16.0,Bookbuilding IPO,"BSE, NSE",894.0,,LTTS,540115.0,INE010V01017,,,,,,5.01,1.03,1.74,1.7655,1.0,1.0,2.879,3.16,0,,,,,,,,,,,,,,,1,0,0,,,,894.0,100.0,,,,860.0,60.0,29.0,SUNDARAM MID CAP FUND | SUNDARAM MUTUAL FUND | SUNDARAM MONTHLY INCOME PLAN | SUNDARAM AGGRESSIVE HYBRID FUND | SUNDARAM SELECT SMALL CAP FUND-SERIES II,268.32,,,,,,,,,,,,,Technology,,,,,
Larsen & Toubro Infotech Ltd.,2016,2016_555,l_t_infotech_ipo,https://www.chittorgarh.com/ipo/l_t_infotech_ipo/555/,-1.75,710.0,697.6,"Thu, Jul 21, 2016","Thu, Jul 21, 2016",1.0,705.0,710.0,710.0,20.0,Bookbuilding IPO,"BSE, NSE",1236.0,,LTIM,540005.0,INE214T01019,49.52,100.0,12058.89,,,19.91,10.76,7.39,8.1825,1.0,1.0,2.694,14.66,0,,,,,,,,,,,,,,,0,0,0,,,,1236.0,100.0,,215.0,276.0,710.0,60.0,22.0,AUBURN LTD. | AUBURN | FIL INVESTMENTS (MAURITIUS) LTD. | FIDELITY | HDFC BALANCED ADVANTAGE FUND,,,4920.0,996.0,16.0,,110.0,6.88,20.24,58.64,256.0,,,Technology,789.0,100.0,1147.0,23.31,256.0
Laurus Labs Ltd.,2016,2016_606,laurus-labs-ipo,https://www.chittorgarh.com/ipo/laurus-labs-ipo/606/,12.24,428.0,480.4,"Mon, Dec 19, 2016","Mon, Dec 19, 2016",10.0,426.0,428.0,428.0,35.0,Bookbuilding IPO,"BSE, NSE",1331.0,300.0,LAURUSLABS,540222.0,INE947Q01010,,,58750.0,22.54,,10.5662,3.578,1.5819,3.1882,1.0,1.0,6.679,6.67,0,,,,,,,,,,,,,,,1,1,0,,,,1031.0,77.46,1.7173,745.0,915.0,428.0,60.0,43.0,ADITYA BIRLA SUN LIFE LARGE & MID CAP FUND | ADITYA BIRLA SUN LIFE MUTUAL FUND | ADITYA BIRLA SUN LIFE EMERGING LEADERS FUND-SERIES 3 | ADITYA BIRLA SUN LIFE EMERGING LEADERS FUND-SERIES 4 | ADITYA BIRLA SUN LIFE INDIA GENNEXT FUND,395.4,,1160.0,97.0,15.0,,605.0,40.33,8.36,0.71,697.0,,,,890.0,200.0,208.0,17.93,697.0
Mahanagar Gas Ltd.,2016,2016_551,mahanagar_gas_ipo,https://www.chittorgarh.com/ipo/mahanagar_gas_ipo/551/,23.59,421.0,520.3,"Fri, Jul 1, 2016","Fri, Jul 1, 2016",10.0,380.0,421.0,421.0,35.0,Bookbuilding IPO,"BSE, NSE",1039.0,,MGL,539957.0,INE002S01010,20.2,90.0,4158.54,,90.0,72.84,191.61,6.82,45.336,1.0,1.0,10.68,95.27,0,,,,,,,,,,,,,,,1,1,1,,,,1039.0,100.0,1.18,,,421.0,60.0,44.0,ALLARD GROWTH FUND | ALLARD | BARODA BNP PARIBAS DIVIDEND YIELD FUND | BARODA BNP PARIBAS MUTUAL FUND | BARODA BNP PARIBAS ELSS TAX SAVER FUND,,,,,,,,,,,,,,Energy,,,,,
Narayana Hrudayalaya Ltd.,2016,2016_513,narayana_hrudayalaya_ipo,https://www.chittorgarh.com/ipo/narayana_hrudayalaya_ipo/513/,34.78,250.0,336.95,"Wed, Jan 6, 2016","Wed, Jan 6, 2016",10.0,245.0,250.0,250.0,60.0,Bookbuilding IPO,"BSE, NSE",613.0,,NH,539551.0,INE410P01011,-1.42,66.85,5109.02,,66.85,24.43,3.62,1.89,6.0905,1.0,1.0,12.926,13.68,0,NH,331.24,-4.81,-12.23,-7.94,0.64,-1.56,-9.83,-18.02,-8.04,7568.3,-2.54,-4.15,18.96,1,1,1,1.0,0.0,0.0,613.0,100.0,,753.0,742.0,250.0,60.0,26.0,GOVERNMENT OF SINGAPORE | MONETARY AUTHORITY OF SINGAPORE | FIL INVESTMENTS (MAURITIUS) LTD. | FIDELITY | MIRAE ASSET ASIA SECTOR LEADER EQUITY FUND,,,7389.0,1633.0,11071.0,,20819.0,1.88,22.1,79.91,247.0,,,,410.0,100.0,4342.0,58.76,247.0
PNB Housing Finance Ltd.,2016,2016_599,pnb-housing-finance-ipo,https://www.chittorgarh.com/ipo/pnb-housing-finance-ipo/599/,14.99,775.0,891.15,"Mon, Nov 7, 2016","Mon, Nov 7, 2016",10.0,750.0,775.0,775.0,19.0,Bookbuilding IPO,"BSE, NSE",3000.0,3000.0,PNBHOUSING,540173.0,INE572E01012,,,22063.0,100.0,,38.534,89.005,1.3634,21.4059,1.0,1.0,28.263,46.24,0,,,,,,,,,,,,,,,1,1,0,,,,,,0.46,123.0,946.0,775.0,59.96,71.0,GENERAL ATLANTIC SINGAPORE FUND FII PTE.LTD. | GENERAL ATLANTIC | SBI LIFE INSURANCE CO.LTD. | SBI LIFE INSURANCE | CHENNAI 2007,,,1120.0,130.0,66.0,,11540.0,174.85,11.61,4.57,982.0,,,Banking & Finance,690.0,100.0,,,982.0
Parag Milk Foods Ltd.,2016,2016_545,parag_milk_ipo,https://www.chittorgarh.com/ipo/parag_milk_ipo/545/,14.88,215.0,247.0,"Thu, May 19, 2016",,,,,,,,,,,,,,,,2580.0,,,,,,,,,,,0,PARAGMILK,240.72,1.9,28.77,6.84,0.43,-3.07,17.42,4.5,-22.97,7749.7,-2.05,-0.83,16.43,1,1,0,1.0,0.0,0.0,,,,123.0,141.0,,,,,,,1088.0,16.0,16.0,,556.0,34.75,1.47,,192.0,,,FMCG,962.0,100.0,83.0,7.63,192.0
Precision Camshafts Ltd.,2016,2016_517,precision_camshafts_ipo,https://www.chittorgarh.com/ipo/precision_camshafts_ipo/517/,-4.6,186.0,177.45,"Mon, Feb 8, 2016","Mon, Feb 8, 2016",10.0,180.0,186.0,186.0,80.0,Bookbuilding IPO,"BSE, NSE",410.0,240.0,PRECAM,539636.0,INE484I01029,26.68,81.51,1762.25,58.54,67.89,2.7478,0.7443,2.0492,1.3784,1.0,1.0,1.341,2.01,0,PRECAM,156.1,-10.93,-18.33,-21.96,-12.03,-12.89,-24.12,-38.27,-30.86,7298.2,-3.99,-2.11,21.73,0,0,0,0.0,0.0,0.0,170.0,41.46,,393.0,619.0,186.0,60.0,10.0,SBI MNC FUND | SBI MUTUAL FUND | SBI EQUITY HYBRID FUND | BANDHAN FLEXI CAP FUND | BANDHAN MUTUAL FUND,,,467.0,13.0,4.0,,223.0,55.75,2.78,1.37,273.0,,,,858.0,100.0,62.0,13.28,273.0
Quess Corp Ltd.,2016,2016_552,quess_corp_ipo,https://www.chittorgarh.com/ipo/quess_corp_ipo/552/,58.71,317.0,503.1,"Tue, Jul 12, 2016","Tue, Jul 12, 2016",10.0,310.0,317.0,317.0,45.0,Bookbuilding IPO,"BSE, NSE",400.0,400.0,QUESS,539978.0,INE615P01015,24.28,99.51,3992.72,100.0,89.49,60.856,397.0798,31.6177,80.9805,1.0,1.0,1.925,155.88,0,,,,,,,,,,,,,,,1,1,1,,,,,,,916.0,982.0,317.0,60.0,22.0,FIL INVESTMENTS (MAURITIUS) LTD. | FIDELITY | KUWAIT INVESTMENT AUTHORITY FUND 225 | KUWAIT INVESTMENT AUTHORITY | ICICI PRUDENTIAL MIDCAP FUND,,,1006.0,18.0,19.0,,141.0,7.42,1.79,1.43,126.0,,,,747.0,100.0,40.0,3.98,126.0
Quick Heal Technologies Ltd.,2016,2016_521,quick_heal_ipo,https://www.chittorgarh.com/ipo/quick_heal_ipo/521/,-20.92,321.0,253.85,"Thu, Feb 18, 2016","Thu, Feb 18, 2016",10.0,311.0,321.0,321.0,45.0,Bookbuilding IPO,"BSE, NSE",451.0,250.0,QUICKHEAL,539678.0,INE306L01010,,,888.0,55.43,,4.5315,37.3377,3.8874,7.783,1.0,1.0,1.166,14.24,0,QUICKHEAL,221.73,-16.64,-10.08,-4.57,-1.34,-23.77,-20.41,-24.04,-25.73,7210.75,-1.35,3.29,20.92,0,0,0,0.0,0.0,0.0,201.0,44.57,0.2375,63.0,-24.0,321.0,60.0,13.0,"DRIEHAUS EMERGING MARKETS SMALL CAP GROWTH FUND,A SERIES OF DRIEHAUS MUTUAL FUNDS | DRIEHAUS | NOMURA TRUST & BANKING CO.LTD.,THE AS THE TRUSTEE OF NOMURA INDIA STOCK MOTHER FUND | NOMURA | BNP PARIBAS ARBITRAGE",,,243.0,58.0,61.0,,380.0,6.23,23.87,20.97,154.0,,,Technology,824.0,100.0,85.0,34.98,154.0
RBL Bank Ltd.,2016,2016_564,rbl_bank_ipo,https://www.chittorgarh.com/ipo/rbl_bank_ipo/564/,33.07,225.0,299.4,"Wed, Aug 31, 2016","Wed, Aug 31, 2016",10.0,224.0,225.0,225.0,65.0,Bookbuilding IPO,"BSE, NSE",1213.0,833.0,RBLBANK,540065.0,INE976G01028,,,19576.0,68.67,,85.7317,198.6668,5.7175,48.9475,1.0,1.0,14.995,103.61,0,,,,,,,,,,,,,,,1,1,1,,,,380.0,31.33,,457.0,604.0,225.0,60.0,42.0,FIL INVESTMENTS (MAURITIUS) LTD. | FIDELITY | GOVERNMENT PENSION FUND GLOBAL | GOLDMAN SACHS INDIA FUND LTD. | GOLDMAN SACHS,,,1352.0,93.0,272.0,,18197.0,66.9,6.88,1.07,296.0,,,Banking & Finance,257.0,100.0,,,296.0
S.P.Apparels Ltd.,2016,2016_563,s_p_apparels_ipo,https://www.chittorgarh.com/ipo/s_p_apparels_ipo/563/,7.74,268.0,288.75,"Fri, Aug 12, 2016","Fri, Aug 12, 2016",10.0,258.0,268.0,268.0,55.0,Bookbuilding IPO,"BSE, NSE",239.0,215.0,SPAL,540048.0,INE212I01016,,,1970.0,89.96,,2.4025,5.2778,1.9662,1.9604,1.0,1.0,1.222,3.18,0,,,,,,,,,,,,,,,1,0,0,,,,24.0,10.04,,117.0,142.0,268.0,60.0,7.0,DSP SMALL CAP FUND | DSP MUTUAL FUND | GOLDMAN SACHS INDIA FUND LTD. | GOLDMAN SACHS | ADITYA BIRLA SUN LIFE INSURANCE CO.LTD.,,,450.0,6.0,17.0,,358.0,21.06,1.33,0.82,174.0,,,,358.0,100.0,64.0,14.22,174.0
Sheela Foam Ltd.,2016,2016_602,sheela-foam-ipo,https://www.chittorgarh.com/ipo/sheela-foam-ipo/602/,41.37,730.0,1032.0,"Fri, Dec 9, 2016","Fri, Dec 9, 2016",5.0,680.0,730.0,730.0,20.0,Bookbuilding IPO,"BSE, NSE",510.0,,SFL,540203.0,INE916U01025,,,5663.0,,,15.5769,3.5963,0.4724,3.8202,1.0,1.0,32.974,8.96,0,,,,,,,,,,,,,,,1,1,1,,,,510.0,100.0,,202.0,352.0,730.0,60.0,29.0,ICICI PRUDENTIAL FMCG FUND | ICICI PRUDENTIAL MUTUAL FUND | ICICI PRUDENTIAL MIDCAP FUND | SBI CONSUMPTION OPPORTUNITIES FUND | SBI MUTUAL FUND,153.0,,1221.0,28.0,16.0,,188.0,11.75,2.29,3.61,599.0,,,,283.0,500.0,85.0,6.96,599.0
TeamLease Services Ltd.,2016,2016_520,teamlease_services_ipo,https://www.chittorgarh.com/ipo/teamlease_services_ipo/520/,21.41,850.0,1032.0,"Fri, Feb 12, 2016","Fri, Feb 12, 2016",10.0,785.0,850.0,850.0,15.0,Bookbuilding IPO,"BSE, NSE",424.0,150.0,TEAMLEASE,539658.0,INE985S01024,,,1976.0,35.38,,28.9468,190.6789,10.9267,38.3043,1.0,1.0,2.649,73.86,0,TEAMLEASE,1022.85,-5.31,-10.26,3.71,-16.05,-12.18,-21.75,-20.44,-43.93,6980.95,-7.69,-6.79,24.67,1,1,1,0.0,0.0,0.0,274.0,64.62,1.386,122.0,127.0,850.0,60.0,26.0,"EMERGING MARKETS GROWTH FUND,INC. | EMERGING MARKETS | SCHRODER INTERNATIONAL SELECTION FUND-INDIAN OPPORTUNITIES | SCHRODER | NOMURA FUNDS IRELAND PLC-NOMURA FUNDS IRELAND-INDIA EQUITY FUND",,,1530.0,18.0,51.0,,1.0,0.02,1.18,7.74,146.0,,,,572.0,100.0,12.0,0.78,146.0
Thyrocare Technologies Ltd.,2016,2016_541,thyrocare_technologies_ipo,https://www.chittorgarh.com/ipo/thyrocare_technologies_ipo/541/,38.74,446.0,618.8,"Mon, May 9, 2016",,,,,,,,,,,,,,,,6334.0,,,,,,,,,,,0,THYROCARE,167.89,-1.37,-11.01,3.29,21.16,-6.46,-21.4,-2.18,0.06,7887.8,3.59,1.82,16.42,1,1,1,1.0,0.0,1.0,,,,162.0,248.0,,,,,,,183.0,44.0,51.0,,329.0,6.45,24.04,,446.0,,,Technology,336.0,100.0,73.0,39.89,446.0
Ujjivan Financial Services Ltd.,2016,2016_543,ujjivan_financial_services_ipo,https://www.chittorgarh.com/ipo/ujjivan_financial_services_ipo/543/,10.26,210.0,231.55,"Tue, May 10, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,0,JMFINANCIL,35.66,17.15,62.84,69.55,184.95,12.27,52.4,66.75,165.41,7848.85,4.01,1.85,16.96,1,1,0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,Banking & Finance,,,,,
Varun Beverages Ltd.,2016,2016_598,varun-beverages-ipo,https://www.chittorgarh.com/ipo/varun-beverages-ipo/598/,3.26,445.0,459.5,"Tue, Nov 8, 2016","Tue, Nov 8, 2016",10.0,440.0,445.0,445.0,33.0,Bookbuilding IPO,"BSE, NSE",1113.0,668.0,VBL,540180.0,INE200M01013,,,145296.0,60.02,,4.94,0.42,0.82,1.3122,1.0,1.0,6.024,2.76,0,,,,,,,,,,,,,,,1,0,0,,,,445.0,39.98,0.05,162.0,197.0,445.0,60.0,18.0,"SMALLCAP WORLD FUND,INC. | SMALLCAP WORLD FUND | AMERICAN FUNDS INSURANCE SERIES-GLOBAL SMALL CAPITALIZATION FUND | AMERICAN FUNDS INSURANCE SERIES | ABU DHABI INVESTMENT AUTHORITY-MERLION",327.08,,2502.0,-20.0,134.0,,2615.0,19.51,-0.8,-0.06,495.0,,,,579.0,200.0,387.0,15.47,495.0
AU Small Finance Bank Ltd.,2017,2017_672,au-financiers-ipo,https://www.chittorgarh.com/ipo/au-financiers-ipo/672/,51.3,358.0,541.65,"Mon, Jul 10, 2017","Mon, Jul 10, 2017",10.0,355.0,358.0,358.0,41.0,Bookbuilding IPO,"BSE, NSE",1913.0,,AUBANK,540611.0,INE949L01017,,,73274.0,,,78.77,143.51,3.52,37.8187,1.0,1.0,22.378,83.14,0,AUBANK,281.68,-3.06,2.53,23.32,12.16,-5.18,0.01,14.51,-0.61,9786.05,1.22,1.8,10.89,1,1,1,1.0,0.0,0.0,1913.0,100.0,1.45,142.0,840.0,358.0,60.0,57.0,GOVERNMENT OF SINGAPORE-E | GOVERNMENT OF SINGAPORE | KUWAIT INVESTMENT AUTHORITY FUND 225 | KUWAIT INVESTMENT AUTHORITY | BLACKROCK INDIA EQUITIES (MAURITIUS) LTD.,563.01,,611.0,92.0,43.0,,3013.0,70.07,15.06,0.45,317.0,,,Banking & Finance,243.0,100.0,,,317.0
Apex Frozen Foods Ltd.,2017,2017_698,apex-frozen-foods-ipo,https://www.chittorgarh.com/ipo/apex-frozen-foods-ipo/698/,21.2,175.0,212.1,"Mon, Sep 4, 2017","Mon, Sep 4, 2017",10.0,171.0,175.0,175.0,80.0,Bookbuilding IPO,"BSE, NSE",152.0,127.0,APEX,540692.0,INE346W01013,,,,83.55,,1.9147,7.8172,8.5324,4.3836,1.0,1.0,0.224,5.01,0,APEX,208.14,66.88,285.79,198.56,73.35,66.86,283.62,195.23,56.44,9952.2,-0.61,1.59,12.89,1,1,1,1.0,1.0,1.0,25.0,16.45,1.1008,,,175.0,60.0,4.0,NIPPON INDIA SMALL CAP FUND | NIPPON INDIA MUTUAL FUND | HSBC SMALL CAP FUND | HSBC MUTUAL FUND | HSBC FLEXI CAP FUND,43.58,,,,,,,,,,,,,FMCG,,,,,
